file_id,species,processed_path,spectrogram_path,preview_path,duration_sec,sample_rate
dlg_ggpd_n200-g2-m1-2003-c3-track-67,spring_peeper,data\processed\spring_peeper\dlg_ggpd_n200-g2-m1-2003-c3-track-67.wav,data\spectrograms\spring_peeper\dlg_ggpd_n200-g2-m1-2003-c3-track-67.npy,data\spectrograms\preview\spring_peeper\dlg_ggpd_n200-g2-m1-2003-c3-track-67.png,10.0,22050
XC892342_-_Spring_Peeper_-_Pseudacris_crucifer,spring_peeper,data\processed\spring_peeper\XC892342_-_Spring_Peeper_-_Pseudacris_crucifer.wav,data\spectrograms\spring_peeper\XC892342_-_Spring_Peeper_-_Pseudacris_crucifer.npy,data\spectrograms\preview\spring_peeper\XC892342_-_Spring_Peeper_-_Pseudacris_crucifer.png,10.0,22050
ML190984,american_bullfrog,data\processed\american_bullfrog\ML190984.wav,data\spectrograms\american_bullfrog\ML190984.npy,data\spectrograms\preview\american_bullfrog\ML190984.png,10.0,22050
ML209078,northern_cricket_frog,data\processed\northern_cricket_frog\ML209078.wav,data\spectrograms\northern_cricket_frog\ML209078.npy,data\spectrograms\preview\northern_cricket_frog\ML209078.png,10.0,22050
Fowler's_Toad_(Anaxyrus_fowleri)_Call,fowlers_toad,data\processed\fowlers_toad\Fowler's_Toad_(Anaxyrus_fowleri)_Call.wav,data\spectrograms\fowlers_toad\Fowler's_Toad_(Anaxyrus_fowleri)_Call.npy,data\spectrograms\preview\fowlers_toad\Fowler's_Toad_(Anaxyrus_fowleri)_Call.png,10.0,22050
XC1020096_-_American_Toad_-_Anaxyrus_americanus,american_toad,data\processed\american_toad\XC1020096_-_American_Toad_-_Anaxyrus_americanus.wav,data\spectrograms\american_toad\XC1020096_-_American_Toad_-_Anaxyrus_americanus.npy,data\spectrograms\preview\american_toad\XC1020096_-_American_Toad_-_Anaxyrus_americanus.png,10.0,22050
ML198316-_2025-10-21T222300.473,pickerel_frog,data\processed\pickerel_frog\ML198316-_2025-10-21T222300.473.wav,data\spectrograms\pickerel_frog\ML198316-_2025-10-21T222300.473.npy,data\spectrograms\preview\pickerel_frog\ML198316-_2025-10-21T222300.473.png,10.0,22050
ML222928,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML222928.wav,data\spectrograms\copes_gray_treefrog\ML222928.npy,data\spectrograms\preview\copes_gray_treefrog\ML222928.png,10.0,22050
ML207958,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML207958.wav,data\spectrograms\copes_gray_treefrog\ML207958.npy,data\spectrograms\preview\copes_gray_treefrog\ML207958.png,10.0,22050
ML207806,eastern_spadefoot_toad,data\processed\eastern_spadefoot_toad\ML207806.wav,data\spectrograms\eastern_spadefoot_toad\ML207806.npy,data\spectrograms\preview\eastern_spadefoot_toad\ML207806.png,10.0,22050
mixkit-large-fly-buzzing-41,not_frogs,data\processed\not_frogs\mixkit-large-fly-buzzing-41.wav,data\spectrograms\not_frogs\mixkit-large-fly-buzzing-41.npy,data\spectrograms\preview\not_frogs\mixkit-large-fly-buzzing-41.png,10.0,22050
ML182196,american_toad,data\processed\american_toad\ML182196.wav,data\spectrograms\american_toad\ML182196.npy,data\spectrograms\preview\american_toad\ML182196.png,10.0,22050
ML207952,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML207952.wav,data\spectrograms\copes_gray_treefrog\ML207952.npy,data\spectrograms\preview\copes_gray_treefrog\ML207952.png,10.0,22050
ML273037,american_toad,data\processed\american_toad\ML273037.wav,data\spectrograms\american_toad\ML273037.npy,data\spectrograms\preview\american_toad\ML273037.png,10.0,22050
ML207071,american_toad,data\processed\american_toad\ML207071.wav,data\spectrograms\american_toad\ML207071.npy,data\spectrograms\preview\american_toad\ML207071.png,10.0,22050
ML200866,green_tree_frog,data\processed\green_tree_frog\ML200866.wav,data\spectrograms\green_tree_frog\ML200866.npy,data\spectrograms\preview\green_tree_frog\ML200866.png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-81,northern_cricket_frog,data\processed\northern_cricket_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-81.wav,data\spectrograms\northern_cricket_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-81.npy,data\spectrograms\preview\northern_cricket_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-81.png,10.0,22050
American_Toad_-_calling,american_toad,data\processed\american_toad\American_Toad_-_calling.wav,data\spectrograms\american_toad\American_Toad_-_calling.npy,data\spectrograms\preview\american_toad\American_Toad_-_calling.png,10.0,22050
ML183728,green_tree_frog,data\processed\green_tree_frog\ML183728.wav,data\spectrograms\green_tree_frog\ML183728.npy,data\spectrograms\preview\green_tree_frog\ML183728.png,10.0,22050
ML184383,northern_cricket_frog,data\processed\northern_cricket_frog\ML184383.wav,data\spectrograms\northern_cricket_frog\ML184383.npy,data\spectrograms\preview\northern_cricket_frog\ML184383.png,10.0,22050
Bird_voiced_Tree_Frog_Call,bird_voiced_tree_frog,data\processed\bird_voiced_tree_frog\Bird_voiced_Tree_Frog_Call.wav,data\spectrograms\bird_voiced_tree_frog\Bird_voiced_Tree_Frog_Call.npy,data\spectrograms\preview\bird_voiced_tree_frog\Bird_voiced_Tree_Frog_Call.png,10.0,22050
ML178995,american_toad,data\processed\american_toad\ML178995.wav,data\spectrograms\american_toad\ML178995.npy,data\spectrograms\preview\american_toad\ML178995.png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-84,copes_gray_treefrog,data\processed\copes_gray_treefrog\dlg_ggpd_n200-g2-m1-2013-c3-track-84.wav,data\spectrograms\copes_gray_treefrog\dlg_ggpd_n200-g2-m1-2013-c3-track-84.npy,data\spectrograms\preview\copes_gray_treefrog\dlg_ggpd_n200-g2-m1-2013-c3-track-84.png,10.0,22050
ML199721,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\ML199721.wav,data\spectrograms\eastern_narrow_mouthed_toad\ML199721.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\ML199721.png,10.0,22050
mixkit-happy-child-laughing-2265,not_frogs,data\processed\not_frogs\mixkit-happy-child-laughing-2265.wav,data\spectrograms\not_frogs\mixkit-happy-child-laughing-2265.npy,data\spectrograms\preview\not_frogs\mixkit-happy-child-laughing-2265.png,10.0,22050
ML199799,green_tree_frog,data\processed\green_tree_frog\ML199799.wav,data\spectrograms\green_tree_frog\ML199799.npy,data\spectrograms\preview\green_tree_frog\ML199799.png,10.0,22050
ML183684,american_toad,data\processed\american_toad\ML183684.wav,data\spectrograms\american_toad\ML183684.npy,data\spectrograms\preview\american_toad\ML183684.png,10.0,22050
dlg_ggpd_n200-g2-m1-2003-c3-track-82,green_frog,data\processed\green_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-82.wav,data\spectrograms\green_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-82.npy,data\spectrograms\preview\green_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-82.png,10.0,22050
ML183851,green_tree_frog,data\processed\green_tree_frog\ML183851.wav,data\spectrograms\green_tree_frog\ML183851.npy,data\spectrograms\preview\green_tree_frog\ML183851.png,10.0,22050
ML207941,northern_cricket_frog,data\processed\northern_cricket_frog\ML207941.wav,data\spectrograms\northern_cricket_frog\ML207941.npy,data\spectrograms\preview\northern_cricket_frog\ML207941.png,10.0,22050
ML178996,american_toad,data\processed\american_toad\ML178996.wav,data\spectrograms\american_toad\ML178996.npy,data\spectrograms\preview\american_toad\ML178996.png,10.0,22050
ML636470844,southern_leopard_frog,data\processed\southern_leopard_frog\ML636470844.wav,data\spectrograms\southern_leopard_frog\ML636470844.npy,data\spectrograms\preview\southern_leopard_frog\ML636470844.png,10.0,22050
lamb,not_frogs,data\processed\not_frogs\lamb.wav,data\spectrograms\not_frogs\lamb.npy,data\spectrograms\preview\not_frogs\lamb.png,10.0,22050
ML637285479,green_frog,data\processed\green_frog\ML637285479.wav,data\spectrograms\green_frog\ML637285479.npy,data\spectrograms\preview\green_frog\ML637285479.png,10.0,22050
XC895191_-_Pickerel_Frog_-_Lithobates_palustris,pickerel_frog,data\processed\pickerel_frog\XC895191_-_Pickerel_Frog_-_Lithobates_palustris.wav,data\spectrograms\pickerel_frog\XC895191_-_Pickerel_Frog_-_Lithobates_palustris.npy,data\spectrograms\preview\pickerel_frog\XC895191_-_Pickerel_Frog_-_Lithobates_palustris.png,10.0,22050
ML209152,american_toad,data\processed\american_toad\ML209152.wav,data\spectrograms\american_toad\ML209152.npy,data\spectrograms\preview\american_toad\ML209152.png,10.0,22050
ML273047,green_frog,data\processed\green_frog\ML273047.wav,data\spectrograms\green_frog\ML273047.npy,data\spectrograms\preview\green_frog\ML273047.png,10.0,22050
mixkit-crowd-in-church-applauding-484,not_frogs,data\processed\not_frogs\mixkit-crowd-in-church-applauding-484.wav,data\spectrograms\not_frogs\mixkit-crowd-in-church-applauding-484.npy,data\spectrograms\preview\not_frogs\mixkit-crowd-in-church-applauding-484.png,10.0,22050
dlg_ggpd_n200-g2-m1-2003-c3-track-88,eastern_spadefoot_toad,data\processed\eastern_spadefoot_toad\dlg_ggpd_n200-g2-m1-2003-c3-track-88.wav,data\spectrograms\eastern_spadefoot_toad\dlg_ggpd_n200-g2-m1-2003-c3-track-88.npy,data\spectrograms\preview\eastern_spadefoot_toad\dlg_ggpd_n200-g2-m1-2003-c3-track-88.png,10.0,22050
dlg_ggpd_n200-g2-m1-2003-c3-track-89,northern_cricket_frog,data\processed\northern_cricket_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-89.wav,data\spectrograms\northern_cricket_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-89.npy,data\spectrograms\preview\northern_cricket_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-89.png,10.0,22050
XC979223_-_North_American_Green_Treefrog_-_Dryophytes_cinereus,green_tree_frog,data\processed\green_tree_frog\XC979223_-_North_American_Green_Treefrog_-_Dryophytes_cinereus.wav,data\spectrograms\green_tree_frog\XC979223_-_North_American_Green_Treefrog_-_Dryophytes_cinereus.npy,data\spectrograms\preview\green_tree_frog\XC979223_-_North_American_Green_Treefrog_-_Dryophytes_cinereus.png,10.0,22050
dlg_ggpd_n200-g2-m1-2003-c3-track-89,green_frog,data\processed\green_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-89.wav,data\spectrograms\green_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-89.npy,data\spectrograms\preview\green_frog\dlg_ggpd_n200-g2-m1-2003-c3-track-89.png,10.0,22050
ML194636,northern_cricket_frog,data\processed\northern_cricket_frog\ML194636.wav,data\spectrograms\northern_cricket_frog\ML194636.npy,data\spectrograms\preview\northern_cricket_frog\ML194636.png,10.0,22050
ML213440,green_tree_frog,data\processed\green_tree_frog\ML213440.wav,data\spectrograms\green_tree_frog\ML213440.npy,data\spectrograms\preview\green_tree_frog\ML213440.png,10.0,22050
ML470847311,fowlers_toad,data\processed\fowlers_toad\ML470847311.wav,data\spectrograms\fowlers_toad\ML470847311.npy,data\spectrograms\preview\fowlers_toad\ML470847311.png,10.0,22050
ML635430368,green_tree_frog,data\processed\green_tree_frog\ML635430368.wav,data\spectrograms\green_tree_frog\ML635430368.npy,data\spectrograms\preview\green_tree_frog\ML635430368.png,10.0,22050
ML230134,southern_leopard_frog,data\processed\southern_leopard_frog\ML230134.wav,data\spectrograms\southern_leopard_frog\ML230134.npy,data\spectrograms\preview\southern_leopard_frog\ML230134.png,10.0,22050
ML202350,green_frog,data\processed\green_frog\ML202350.wav,data\spectrograms\green_frog\ML202350.npy,data\spectrograms\preview\green_frog\ML202350.png,10.0,22050
ML273975,american_toad,data\processed\american_toad\ML273975.wav,data\spectrograms\american_toad\ML273975.npy,data\spectrograms\preview\american_toad\ML273975.png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-73,spring_peeper,data\processed\spring_peeper\dlg_ggpd_n200-g2-m1-2013-c3-track-73.wav,data\spectrograms\spring_peeper\dlg_ggpd_n200-g2-m1-2013-c3-track-73.npy,data\spectrograms\preview\spring_peeper\dlg_ggpd_n200-g2-m1-2013-c3-track-73.png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-69,upland_chorus_frog,data\processed\upland_chorus_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-69.wav,data\spectrograms\upland_chorus_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-69.npy,data\spectrograms\preview\upland_chorus_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-69.png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-71,spring_peeper,data\processed\spring_peeper\dlg_ggpd_n200-g2-m1-2013-c3-track-71.wav,data\spectrograms\spring_peeper\dlg_ggpd_n200-g2-m1-2013-c3-track-71.npy,data\spectrograms\preview\spring_peeper\dlg_ggpd_n200-g2-m1-2013-c3-track-71.png,10.0,22050
13-Southern-Leopard-Frog-call,southern_leopard_frog,data\processed\southern_leopard_frog\13-Southern-Leopard-Frog-call.wav,data\spectrograms\southern_leopard_frog\13-Southern-Leopard-Frog-call.npy,data\spectrograms\preview\southern_leopard_frog\13-Southern-Leopard-Frog-call.png,10.0,22050
ML179020,american_toad,data\processed\american_toad\ML179020.wav,data\spectrograms\american_toad\ML179020.npy,data\spectrograms\preview\american_toad\ML179020.png,10.0,22050
ML202394,american_toad,data\processed\american_toad\ML202394.wav,data\spectrograms\american_toad\ML202394.npy,data\spectrograms\preview\american_toad\ML202394.png,10.0,22050
ML206078,american_toad,data\processed\american_toad\ML206078.wav,data\spectrograms\american_toad\ML206078.npy,data\spectrograms\preview\american_toad\ML206078.png,10.0,22050
mixkit-summer-night-crickets-loop-1789,not_frogs,data\processed\not_frogs\mixkit-summer-night-crickets-loop-1789.wav,data\spectrograms\not_frogs\mixkit-summer-night-crickets-loop-1789.npy,data\spectrograms\preview\not_frogs\mixkit-summer-night-crickets-loop-1789.png,10.0,22050
ML182191,american_toad,data\processed\american_toad\ML182191.wav,data\spectrograms\american_toad\ML182191.npy,data\spectrograms\preview\american_toad\ML182191.png,10.0,22050
ML209172_(1),copes_gray_treefrog,data\processed\copes_gray_treefrog\ML209172_(1).wav,data\spectrograms\copes_gray_treefrog\ML209172_(1).npy,data\spectrograms\preview\copes_gray_treefrog\ML209172_(1).png,10.0,22050
XC895265_-_Spring_Peeper_-_Pseudacris_crucifer,spring_peeper,data\processed\spring_peeper\XC895265_-_Spring_Peeper_-_Pseudacris_crucifer.wav,data\spectrograms\spring_peeper\XC895265_-_Spring_Peeper_-_Pseudacris_crucifer.npy,data\spectrograms\preview\spring_peeper\XC895265_-_Spring_Peeper_-_Pseudacris_crucifer.png,10.0,22050
ML273953,green_tree_frog,data\processed\green_tree_frog\ML273953.wav,data\spectrograms\green_tree_frog\ML273953.npy,data\spectrograms\preview\green_tree_frog\ML273953.png,10.0,22050
ML207922,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML207922.wav,data\spectrograms\copes_gray_treefrog\ML207922.npy,data\spectrograms\preview\copes_gray_treefrog\ML207922.png,10.0,22050
ML635850762,american_bullfrog,data\processed\american_bullfrog\ML635850762.wav,data\spectrograms\american_bullfrog\ML635850762.npy,data\spectrograms\preview\american_bullfrog\ML635850762.png,10.0,22050
XC980810_-_Spring_Peeper_-_Pseudacris_crucifer,spring_peeper,data\processed\spring_peeper\XC980810_-_Spring_Peeper_-_Pseudacris_crucifer.wav,data\spectrograms\spring_peeper\XC980810_-_Spring_Peeper_-_Pseudacris_crucifer.npy,data\spectrograms\preview\spring_peeper\XC980810_-_Spring_Peeper_-_Pseudacris_crucifer.png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-72,spring_peeper,data\processed\spring_peeper\dlg_ggpd_n200-g2-m1-2013-c3-track-72.wav,data\spectrograms\spring_peeper\dlg_ggpd_n200-g2-m1-2013-c3-track-72.npy,data\spectrograms\preview\spring_peeper\dlg_ggpd_n200-g2-m1-2013-c3-track-72.png,10.0,22050
ML635678582_(1),copes_gray_treefrog,data\processed\copes_gray_treefrog\ML635678582_(1).wav,data\spectrograms\copes_gray_treefrog\ML635678582_(1).npy,data\spectrograms\preview\copes_gray_treefrog\ML635678582_(1).png,10.0,22050
ML198449,northern_cricket_frog,data\processed\northern_cricket_frog\ML198449.wav,data\spectrograms\northern_cricket_frog\ML198449.npy,data\spectrograms\preview\northern_cricket_frog\ML198449.png,10.0,22050
XC138640_-_Spring_Peeper_-_Pseudacris_crucifer,spring_peeper,data\processed\spring_peeper\XC138640_-_Spring_Peeper_-_Pseudacris_crucifer.wav,data\spectrograms\spring_peeper\XC138640_-_Spring_Peeper_-_Pseudacris_crucifer.npy,data\spectrograms\preview\spring_peeper\XC138640_-_Spring_Peeper_-_Pseudacris_crucifer.png,10.0,22050
ML630879753,southern_leopard_frog,data\processed\southern_leopard_frog\ML630879753.wav,data\spectrograms\southern_leopard_frog\ML630879753.npy,data\spectrograms\preview\southern_leopard_frog\ML630879753.png,10.0,22050
ML638159017,green_frog,data\processed\green_frog\ML638159017.wav,data\spectrograms\green_frog\ML638159017.npy,data\spectrograms\preview\green_frog\ML638159017.png,10.0,22050
XC883077_-_Upland_Chorus_Frog_-_Pseudacris_feriarum,upland_chorus_frog,data\processed\upland_chorus_frog\XC883077_-_Upland_Chorus_Frog_-_Pseudacris_feriarum.wav,data\spectrograms\upland_chorus_frog\XC883077_-_Upland_Chorus_Frog_-_Pseudacris_feriarum.npy,data\spectrograms\preview\upland_chorus_frog\XC883077_-_Upland_Chorus_Frog_-_Pseudacris_feriarum.png,10.0,22050
XC883658_-_Pickerel_Frog_-_Lithobates_palustris,pickerel_frog,data\processed\pickerel_frog\XC883658_-_Pickerel_Frog_-_Lithobates_palustris.wav,data\spectrograms\pickerel_frog\XC883658_-_Pickerel_Frog_-_Lithobates_palustris.npy,data\spectrograms\preview\pickerel_frog\XC883658_-_Pickerel_Frog_-_Lithobates_palustris.png,10.0,22050
ML306046,northern_cricket_frog,data\processed\northern_cricket_frog\ML306046.wav,data\spectrograms\northern_cricket_frog\ML306046.npy,data\spectrograms\preview\northern_cricket_frog\ML306046.png,10.0,22050
ML636951373,american_bullfrog,data\processed\american_bullfrog\ML636951373.wav,data\spectrograms\american_bullfrog\ML636951373.npy,data\spectrograms\preview\american_bullfrog\ML636951373.png,10.0,22050
ML198448,northern_cricket_frog,data\processed\northern_cricket_frog\ML198448.wav,data\spectrograms\northern_cricket_frog\ML198448.npy,data\spectrograms\preview\northern_cricket_frog\ML198448.png,10.0,22050
ML82093,american_toad,data\processed\american_toad\ML82093.wav,data\spectrograms\american_toad\ML82093.npy,data\spectrograms\preview\american_toad\ML82093.png,10.0,22050
chimp,not_frogs,data\processed\not_frogs\chimp.wav,data\spectrograms\not_frogs\chimp.npy,data\spectrograms\preview\not_frogs\chimp.png,10.0,22050
ML637436864,american_bullfrog,data\processed\american_bullfrog\ML637436864.wav,data\spectrograms\american_bullfrog\ML637436864.npy,data\spectrograms\preview\american_bullfrog\ML637436864.png,10.0,22050
mixkit-sick-man-sneeze-2213,not_frogs,data\processed\not_frogs\mixkit-sick-man-sneeze-2213.wav,data\spectrograms\not_frogs\mixkit-sick-man-sneeze-2213.npy,data\spectrograms\preview\not_frogs\mixkit-sick-man-sneeze-2213.png,10.0,22050
Cope's_Gray_Treefrog_Call,copes_gray_treefrog,data\processed\copes_gray_treefrog\Cope's_Gray_Treefrog_Call.wav,data\spectrograms\copes_gray_treefrog\Cope's_Gray_Treefrog_Call.npy,data\spectrograms\preview\copes_gray_treefrog\Cope's_Gray_Treefrog_Call.png,10.0,22050
